tweet_id,author_id,created_at,inbound_text,brand_outbound_text,intent
TWEET-1027,User_20328,2026-09-10T08:00:00Z,Need help: I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1028,User_48427,2026-09-10T08:00:00Z,Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1029,User_91070,2026-09-10T08:00:00Z,Urgent! @AppleSupport Why was taxes added to my subscription invoice?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1030,User_85674,2026-09-10T08:00:00Z,"Hey team, Can I pay my subscription using a gift card balance?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1031,User_19116,2026-09-10T08:00:00Z,@AppleSupport I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1032,User_96673,2026-09-10T08:00:00Z,"Hi @AppleSupport, There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1033,User_47930,2026-09-10T08:00:00Z,@AppleSupport How do I cancel my monthly iCloud storage plan?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1034,User_40512,2026-09-10T08:00:00Z,"Hi @AppleSupport, My payment method was declined for my App Store update. How do I fix it?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1035,User_59823,2026-09-10T08:00:00Z,"Hi @AppleSupport, I received an email saying my account is locked due to billing issues. Is this real?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1036,User_69429,2026-09-10T08:00:00Z,"Hey team, Can I transfer my paid app purchases from one Apple ID to another?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1037,User_57819,2026-09-10T08:00:00Z,Urgent! @AppleSupport I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1038,User_58520,2026-09-10T08:00:00Z,@AppleSupport Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1039,User_37460,2026-09-10T08:00:00Z,"Hey team, Why was taxes added to my subscription invoice?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1040,User_44993,2026-09-10T08:00:00Z,Urgent! @AppleSupport Can I pay my subscription using a gift card balance?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1041,User_99593,2026-09-10T08:00:00Z,Urgent! @AppleSupport I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1042,User_19358,2026-09-10T08:00:00Z,Urgent! @AppleSupport There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1043,User_93227,2026-09-10T08:00:00Z,How do I cancel my monthly iCloud storage plan?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1044,User_80010,2026-09-10T08:00:00Z,@AppleSupport My payment method was declined for my App Store update. How do I fix it?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1045,User_42087,2026-09-10T08:00:00Z,Urgent! @AppleSupport I received an email saying my account is locked due to billing issues. Is this real?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1046,User_70589,2026-09-10T08:00:00Z,@AppleSupport Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1047,User_45382,2026-09-10T08:00:00Z,Need help: I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1048,User_83000,2026-09-10T08:00:00Z,Urgent! @AppleSupport Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1049,User_99733,2026-09-10T08:00:00Z,@AppleSupport Why was taxes added to my subscription invoice?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1050,User_17331,2026-09-10T08:00:00Z,"Hey team, Can I pay my subscription using a gift card balance?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1051,User_14207,2026-09-10T08:00:00Z,@AppleSupport I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1052,User_62581,2026-09-10T08:00:00Z,"Hey team, There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1053,User_18675,2026-09-10T08:00:00Z,"Hey team, How do I cancel my monthly iCloud storage plan?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1054,User_84341,2026-09-10T08:00:00Z,@AppleSupport My payment method was declined for my App Store update. How do I fix it?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1055,User_51245,2026-09-10T08:00:00Z,Urgent! @AppleSupport I received an email saying my account is locked due to billing issues. Is this real?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1056,User_95909,2026-09-10T08:00:00Z,@AppleSupport Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1057,User_61856,2026-09-10T08:00:00Z,Need help: I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1058,User_70142,2026-09-10T08:00:00Z,Urgent! @AppleSupport Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1059,User_44718,2026-09-10T08:00:00Z,@AppleSupport Why was taxes added to my subscription invoice?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1060,User_42325,2026-09-10T08:00:00Z,@AppleSupport Can I pay my subscription using a gift card balance?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1061,User_83579,2026-09-10T08:00:00Z,Urgent! @AppleSupport I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1062,User_44438,2026-09-10T08:00:00Z,There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1063,User_86622,2026-09-10T08:00:00Z,Urgent! @AppleSupport How do I cancel my monthly iCloud storage plan?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1064,User_86484,2026-09-10T08:00:00Z,Need help: My payment method was declined for my App Store update. How do I fix it?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1065,User_57447,2026-09-10T08:00:00Z,Need help: I received an email saying my account is locked due to billing issues. Is this real?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1066,User_28131,2026-09-10T08:00:00Z,@AppleSupport Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1067,User_74686,2026-09-10T08:00:00Z,I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1068,User_16175,2026-09-10T08:00:00Z,"Hi @AppleSupport, Someone hacked into my Apple ID and changed my credit card info!",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1069,User_30033,2026-09-10T08:00:00Z,"Hi @AppleSupport, Why was taxes added to my subscription invoice?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1070,User_30969,2026-09-10T08:00:00Z,Urgent! @AppleSupport Can I pay my subscription using a gift card balance?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1071,User_65333,2026-09-10T08:00:00Z,Urgent! @AppleSupport I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1072,User_18326,2026-09-10T08:00:00Z,There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1073,User_60019,2026-09-10T08:00:00Z,Need help: How do I cancel my monthly iCloud storage plan?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1074,User_71348,2026-09-10T08:00:00Z,My payment method was declined for my App Store update. How do I fix it?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1075,User_42953,2026-09-10T08:00:00Z,I received an email saying my account is locked due to billing issues. Is this real?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1076,User_11504,2026-09-10T08:00:00Z,Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1077,User_25014,2026-09-10T08:00:00Z,Urgent! @AppleSupport I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1078,User_80381,2026-09-10T08:00:00Z,Urgent! @AppleSupport Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1079,User_94012,2026-09-10T08:00:00Z,"Hey team, Why was taxes added to my subscription invoice?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1080,User_24621,2026-09-10T08:00:00Z,"Hey team, Can I pay my subscription using a gift card balance?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1081,User_66985,2026-09-10T08:00:00Z,"Hey team, I was charged twice for my subscription this month. Can I get a refund?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1082,User_69470,2026-09-10T08:00:00Z,@AppleSupport There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1083,User_44522,2026-09-10T08:00:00Z,"Hi @AppleSupport, How do I cancel my monthly iCloud storage plan?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1084,User_33416,2026-09-10T08:00:00Z,My payment method was declined for my App Store update. How do I fix it?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1085,User_23947,2026-09-10T08:00:00Z,I received an email saying my account is locked due to billing issues. Is this real?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1086,User_49117,2026-09-10T08:00:00Z,Urgent! @AppleSupport Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1087,User_76540,2026-09-10T08:00:00Z,Urgent! @AppleSupport I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1088,User_36071,2026-09-10T08:00:00Z,Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1089,User_59009,2026-09-10T08:00:00Z,@AppleSupport Why was taxes added to my subscription invoice?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1090,User_80697,2026-09-10T08:00:00Z,@AppleSupport Can I pay my subscription using a gift card balance?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1091,User_10074,2026-09-10T08:00:00Z,I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1092,User_52487,2026-09-10T08:00:00Z,There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1093,User_12552,2026-09-10T08:00:00Z,Need help: How do I cancel my monthly iCloud storage plan?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1094,User_57576,2026-09-10T08:00:00Z,"Hi @AppleSupport, My payment method was declined for my App Store update. How do I fix it?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1095,User_41385,2026-09-10T08:00:00Z,"Hey team, I received an email saying my account is locked due to billing issues. Is this real?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1096,User_41571,2026-09-10T08:00:00Z,"Hi @AppleSupport, Can I transfer my paid app purchases from one Apple ID to another?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1097,User_20322,2026-09-10T08:00:00Z,I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1098,User_73699,2026-09-10T08:00:00Z,"Hi @AppleSupport, Someone hacked into my Apple ID and changed my credit card info!",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1099,User_79822,2026-09-10T08:00:00Z,"Hi @AppleSupport, Why was taxes added to my subscription invoice?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1100,User_26828,2026-09-10T08:00:00Z,@AppleSupport Can I pay my subscription using a gift card balance?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1101,User_72296,2026-09-10T08:00:00Z,Urgent! @AppleSupport I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1102,User_31643,2026-09-10T08:00:00Z,There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1103,User_79163,2026-09-10T08:00:00Z,"Hey team, How do I cancel my monthly iCloud storage plan?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1104,User_65461,2026-09-10T08:00:00Z,My payment method was declined for my App Store update. How do I fix it?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1105,User_80686,2026-09-10T08:00:00Z,@AppleSupport I received an email saying my account is locked due to billing issues. Is this real?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1106,User_36365,2026-09-10T08:00:00Z,Urgent! @AppleSupport Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1107,User_50857,2026-09-10T08:00:00Z,Urgent! @AppleSupport I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1108,User_98039,2026-09-10T08:00:00Z,Need help: Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1109,User_58944,2026-09-10T08:00:00Z,Urgent! @AppleSupport Why was taxes added to my subscription invoice?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1110,User_77839,2026-09-10T08:00:00Z,Need help: Can I pay my subscription using a gift card balance?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1111,User_25860,2026-09-10T08:00:00Z,Need help: I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1112,User_39451,2026-09-10T08:00:00Z,@AppleSupport There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1113,User_54313,2026-09-10T08:00:00Z,"Hi @AppleSupport, How do I cancel my monthly iCloud storage plan?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1114,User_87110,2026-09-10T08:00:00Z,"Hi @AppleSupport, My payment method was declined for my App Store update. How do I fix it?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1115,User_40161,2026-09-10T08:00:00Z,I received an email saying my account is locked due to billing issues. Is this real?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1116,User_38864,2026-09-10T08:00:00Z,Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1117,User_19305,2026-09-10T08:00:00Z,"Hi @AppleSupport, I got charged for a free trial that I canceled yesterday!",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1118,User_92719,2026-09-10T08:00:00Z,Urgent! @AppleSupport Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1119,User_40007,2026-09-10T08:00:00Z,"Hi @AppleSupport, Why was taxes added to my subscription invoice?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1120,User_14117,2026-09-10T08:00:00Z,"Hi @AppleSupport, Can I pay my subscription using a gift card balance?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1121,User_19287,2026-09-10T08:00:00Z,"Hey team, I was charged twice for my subscription this month. Can I get a refund?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1122,User_41195,2026-09-10T08:00:00Z,There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1123,User_97684,2026-09-10T08:00:00Z,"Hey team, How do I cancel my monthly iCloud storage plan?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1124,User_38080,2026-09-10T08:00:00Z,Need help: My payment method was declined for my App Store update. How do I fix it?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1125,User_27342,2026-09-10T08:00:00Z,I received an email saying my account is locked due to billing issues. Is this real?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1126,User_84847,2026-09-10T08:00:00Z,Urgent! @AppleSupport Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1127,User_71953,2026-09-10T08:00:00Z,I got charged for a free trial that I canceled yesterday!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1128,User_71993,2026-09-10T08:00:00Z,@AppleSupport Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1129,User_34957,2026-09-10T08:00:00Z,Need help: Why was taxes added to my subscription invoice?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1130,User_22704,2026-09-10T08:00:00Z,"Hi @AppleSupport, Can I pay my subscription using a gift card balance?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1131,User_66498,2026-09-10T08:00:00Z,Urgent! @AppleSupport I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1132,User_65519,2026-09-10T08:00:00Z,"Hey team, There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1133,User_71213,2026-09-10T08:00:00Z,Need help: How do I cancel my monthly iCloud storage plan?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1134,User_17100,2026-09-10T08:00:00Z,Urgent! @AppleSupport My payment method was declined for my App Store update. How do I fix it?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1135,User_95649,2026-09-10T08:00:00Z,Urgent! @AppleSupport I received an email saying my account is locked due to billing issues. Is this real?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1136,User_22899,2026-09-10T08:00:00Z,Urgent! @AppleSupport Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1137,User_62772,2026-09-10T08:00:00Z,"Hi @AppleSupport, I got charged for a free trial that I canceled yesterday!",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1138,User_54473,2026-09-10T08:00:00Z,Urgent! @AppleSupport Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1139,User_42591,2026-09-10T08:00:00Z,"Hi @AppleSupport, Why was taxes added to my subscription invoice?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1140,User_34931,2026-09-10T08:00:00Z,@AppleSupport Can I pay my subscription using a gift card balance?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1141,User_68800,2026-09-10T08:00:00Z,I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1142,User_65296,2026-09-10T08:00:00Z,@AppleSupport There is a mystery charge of $19.99 on my credit card from Apple ID. I didn't buy anything!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1143,User_46509,2026-09-10T08:00:00Z,@AppleSupport How do I cancel my monthly iCloud storage plan?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1144,User_42742,2026-09-10T08:00:00Z,Need help: My payment method was declined for my App Store update. How do I fix it?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1145,User_68082,2026-09-10T08:00:00Z,"Hi @AppleSupport, I received an email saying my account is locked due to billing issues. Is this real?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1146,User_22833,2026-09-10T08:00:00Z,Can I transfer my paid app purchases from one Apple ID to another?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1147,User_95477,2026-09-10T08:00:00Z,"Hi @AppleSupport, I got charged for a free trial that I canceled yesterday!",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1148,User_11934,2026-09-10T08:00:00Z,Someone hacked into my Apple ID and changed my credit card info!,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1149,User_40982,2026-09-10T08:00:00Z,"Hi @AppleSupport, Why was taxes added to my subscription invoice?",Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1150,User_63269,2026-09-10T08:00:00Z,@AppleSupport Can I pay my subscription using a gift card balance?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
TWEET-1151,User_73092,2026-09-10T08:00:00Z,Need help: I was charged twice for my subscription this month. Can I get a refund?,Thank you for reaching out. Please DM us your details for support.,ACCOUNT_BILLING
